"Seq1.bam"	"Seq2.bam"	"Seq3.bam"	"Seq4.bam"	"Seq5.bam"	"Seq6.bam"
"BQ2027_MB3034c"	2844	2694	3158	1586	1292	1380
"BQ2027_MB3035c"	3057	2903	3596	3929	3011	3823
"BQ2027_MB3036c"	964	760	1152	387	300	283
"BQ2027_MB3037c"	292	207	352	84	54	66
"BQ2027_MB3038"	625	551	696	310	256	210
"BQ2027_MB3039c"	982	867	1304	542	431	493
"BQ2027_MB3040c"	436	351	512	181	159	143
"BQ2027_MB3041"	1025	1043	1189	1655	1266	1487
"BQ2027_MB3042c"	219	198	281	66	80	76
"BQ2027_MB3043c"	212	190	274	105	68	87
"BQ2027_MB3044c"	1	3	3	4	2	1
"BQ2027_MB3045c"	27	11	44	19	19	25
"BQ2027_MB3046c"	25	40	40	46	27	34
"BQ2027_MB3047c"	130	146	165	53	39	65
"BQ2027_MB3048c"	9	4	18	5	7	2
"BQ2027_MB3049c"	233	203	334	179	168	153
"BQ2027_MB3050c"	594	676	824	609	449	510
"BQ2027_MB3051c"	837	844	910	787	561	736
"BQ2027_MB3052c"	206	171	250	123	90	91
"BQ2027_MB3053c"	181	188	288	194	125	137
"BQ2027_MB3054c"	1685	1439	2102	1689	1279	1631
"BQ2027_MB3055c"	5676	4758	5461	4399	3324	4726
"BQ2027_MB3056"	274	233	282	278	190	222
"BQ2027_MB3057"	227	198	276	321	239	193
"BQ2027_MB3058"	172	161	206	229	196	257
"BQ2027_MB3058A"	66	59	70	64	60	73
"BQ2027_MB3059"	278	265	292	702	509	850
"BQ2027_MB3060c"	1042	1037	1176	1848	1386	1722
"BQ2027_MB3061"	778	712	929	666	570	711
"BQ2027_MB3062c"	408	472	466	348	265	317
"BQ2027_MB3063c"	220	205	265	278	234	278
"BQ2027_MB3064c"	648	677	750	828	640	768
"BQ2027_MB3065c"	200	179	237	207	150	217
"BQ2027_MB3066c"	226	235	235	208	187	163
"BQ2027_MB3067c"	251	289	328	224	209	226
"BQ2027_MB3068c"	807	722	914	699	530	680
"BQ2027_MB3069c"	2300	2470	2401	1818	1415	1735
"BQ2027_MB3070"	995	947	1104	1127	810	935
"BQ2027_MB3071"	5251	4338	5496	4924	3889	4987
"BQ2027_MB3072c"	1042	980	1055	1115	906	1030
"BQ2027_MB3073c"	280	265	331	225	133	162
"BQ2027_MB3074c"	2769	2615	2620	1400	1151	1184
"BQ2027_MB3075c"	2891	2870	3678	3870	2796	3517
"BQ2027_MB3076c"	1201	1229	1208	2170	1811	2347
"BQ2027_MB3077c"	4053	3759	4114	3050	2811	3132
"BQ2027_MB3078c"	3805	3836	3980	1604	1516	1429
"BQ2027_MB3079c"	9086	9338	9793	3086	2880	2493
"BQ2027_MB3080c"	1323	1421	2084	211	240	165
"BQ2027_MB3081"	145	148	171	132	126	110
"BQ2027_MB3082"	402	396	483	227	174	217
"BQ2027_MB3083c"	158	173	178	123	135	127
"BQ2027_MB3084c"	604	734	654	445	447	481
"BQ2027_MB3085"	1202	1220	1226	1511	1238	1435
"BQ2027_MB3086c"	1594	1852	1941	1153	919	1022
"BQ2027_MB3087c"	1034	994	1454	524	332	374
"BQ2027_MB3088c"	532	528	728	226	192	190
"BQ2027_MB3089"	2387	2440	3419	1135	659	747
"BQ2027_MB3090"	506	542	696	430	311	397
"BQ2027_MB3091c"	130	153	166	121	124	127
"BQ2027_MB3092"	197	187	238	215	137	199
"BQ2027_MB3093"	326	304	424	420	237	315
"BQ2027_MB3094"	330	338	421	311	222	241
"BQ2027_MB3095c"	535	539	584	390	288	356
"BQ2027_MB3096"	155	159	164	87	62	79
"BQ2027_MB3097"	134	92	126	74	64	80
"BQ2027_MB3098"	279	263	321	226	135	174
"BQ2027_MB3099c"	78	82	82	108	65	94
"BQ2027_MB3100c"	93	100	98	142	104	95
"BQ2027_MB3101"	6638	5400	8156	1011	730	889
"BQ2027_MB3102c"	1347	1305	1310	1363	1000	1337
"BQ2027_MB3103"	205	165	213	201	160	191
"BQ2027_MB3104"	571	416	620	721	531	675
"BQ2027_MB3105"	139	132	150	155	131	131
"BQ2027_MB3106c"	272	303	345	286	200	336
"BQ2027_MB3107c"	843	837	1136	992	666	878
"BQ2027_MB3108"	590	586	678	378	249	357
"BQ2027_MB3109c"	1159	1134	1350	409	310	352
"BQ2027_MB3110"	603	516	785	272	180	263
"BQ2027_MB3111"	115	86	171	72	70	48
"BQ2027_MB3112"	123	91	135	69	74	91
"BQ2027_MB3113"	1085	950	1414	839	665	727
"BQ2027_MB3114"	659	651	879	763	564	591
"BQ2027_MB3115"	401	376	486	372	318	409
"BQ2027_MB3116"	649	658	851	579	538	602
"BQ2027_MB3117"	154	173	180	84	55	54
"BQ2027_MB3118"	804	849	1103	671	531	573
"BQ2027_MB3119c"	642	755	886	894	669	822
"BQ2027_MB3120c"	480	486	657	615	366	458
"BQ2027_MB3121c"	306	291	474	449	330	425
"BQ2027_MB3122"	456	399	526	420	398	549
"BQ2027_MB3123"	482	453	511	752	558	762
"BQ2027_MB3124c"	253	272	385	360	250	402
"BQ2027_MB3125c"	402	501	602	361	304	343
"BQ2027_MB3125A"	640	729	871	287	238	244
"BQ2027_MB3126c"	868	762	849	870	711	850
"BQ2027_MB3127c"	418	405	377	273	254	272
"BQ2027_MB3128c"	742	705	635	429	337	351
"BQ2027_MB3129c"	430	422	392	203	184	228
"BQ2027_MB3130c"	84	95	92	133	97	102
"BQ2027_MB3131c"	550	487	608	824	632	709
"BQ2027_MB3132c"	1057	1061	1071	1184	837	1008
"BQ2027_MB3133"	495	366	490	344	306	295
"BQ2027_MB3134c"	334	287	351	241	178	205
"BQ2027_MB3135"	105	129	139	77	83	72
"BQ2027_MB3136"	42	71	47	35	31	31
"BQ2027_MB3137"	54	103	85	50	31	35
"BQ2027_MB3138"	22	22	18	11	11	14
"BQ2027_MB3139"	13	16	17	9	4	7
"BQ2027_MB3140"	32	37	47	14	14	20
"BQ2027_MB3141"	215	217	277	130	108	150
"BQ2027_MB3142"	241	219	326	186	177	149
"BQ2027_MB3143"	1008	1003	973	769	590	938
"BQ2027_MB3144"	2202	1967	2088	1492	1154	1452
"BQ2027_MB3145"	504	379	492	646	457	623
"BQ2027_MB3146"	360	268	411	274	178	265
"BQ2027_MB3147"	377	462	514	225	180	285
"BQ2027_MB3148c"	562	671	690	420	368	401
"BQ2027_MB3149c"	116	177	127	56	44	52
"BQ2027_MB3150"	12414	14019	12766	7920	7384	7988
"BQ2027_MB3151c"	945	964	1159	641	621	617
"BQ2027_MB3152c"	909	1007	1274	461	490	431
"BQ2027_MB3153"	1892	1742	2233	1464	1430	1271
"BQ2027_MB3154c"	26949	27649	29158	19921	16756	19870
"BQ2027_MB3155"	10966	9113	12781	8467	7776	7973
"BQ2027_MB3156c"	3134	3162	3640	2002	1765	1841
"BQ2027_MB3157c"	1610	1424	1757	816	662	689
"BQ2027_MB3158c"	4179	3920	4889	1982	1807	1691
"BQ2027_MB3159"	495	478	551	63	38	65
"BQ2027_MB3160"	268	251	321	173	163	185
"BQ2027_MB3160A"	108	107	108	39	37	42
"BQ2027_MB3161"	144	156	148	86	77	90
"BQ2027_MB3162"	690	855	854	694	533	609
"BQ2027_MB3163"	5436	4697	6309	4177	3065	3901
"BQ2027_MB3164"	2265	1888	2513	2813	1988	2767
"BQ2027_MB3165"	755	842	865	1002	770	800
"BQ2027_MB3166c"	887	953	916	1013	754	973
"BQ2027_MB3167"	346	288	305	399	303	408
"BQ2027_MB3168c"	593	574	811	2839	2186	2733
"BQ2027_MB3169"	878	770	899	1146	992	1391
"BQ2027_MB3170"	547	619	645	680	651	763
"BQ2027_MB3171"	593	616	584	667	589	722
"BQ2027_MB3172"	1223	1095	1167	1670	1416	1899
"BQ2027_MB3173"	634	564	615	865	796	916
"BQ2027_MB3174"	971	907	985	1203	1073	1308
"BQ2027_MB3175"	1642	1365	1908	2767	2280	2532
"BQ2027_MB3176"	770	782	846	1401	1085	1381
"BQ2027_MB3177"	963	1041	1163	1299	1150	1299
"BQ2027_MB3178"	506	433	556	735	599	741
"BQ2027_MB3179"	233	239	243	354	338	425
"BQ2027_MB3180"	1060	972	1187	2173	1830	1977
"BQ2027_MB3181"	1124	1033	1205	1699	1401	1693
"BQ2027_MB3182"	1034	962	1097	1591	1339	1658
"BQ2027_MB3183c"	299	276	381	1491	1230	1723
"BQ2027_MB3184c"	357	312	468	1769	1413	1704
"BQ2027_MB3185c"	423	430	555	300	220	282
"BQ2027_MB3186c"	1482	1467	1975	574	470	620
"BQ2027_MB3187c"	54	58	83	35	34	38
"BQ2027_MB3188c"	64	56	91	101	63	68
"BQ2027_MB3189c"	110	111	109	127	79	136
"BQ2027_MB3190c"	57	36	34	46	34	44
"BQ2027_MB3191c"	142	158	207	178	117	141
"BQ2027_MB3192c"	140	211	200	112	77	78
"BQ2027_MB3193"	646	573	632	158	191	223
"BQ2027_MB3194"	332	310	482	131	96	95
"BQ2027_MB3195"	436	409	543	1237	950	1187
"BQ2027_MB3196c"	1058	1042	1189	3122	2354	2849
"BQ2027_MB3197c"	330	346	420	218	173	244
"BQ2027_MB3198c"	1085	1239	1413	1381	1096	1235
"BQ2027_MB3199"	115	127	212	64	40	36
"BQ2027_MB3200"	690	703	894	345	283	297
"BQ2027_MB3201c"	208	180	358	74	53	55
"BQ2027_MB3202c"	585	517	909	212	154	205
"BQ2027_MB3203"	122	125	162	45	48	50
"BQ2027_MB3204"	30	30	34	18	8	4
"BQ2027_MB3205"	607	535	590	372	299	329
"BQ2027_MB3206c"	451	417	536	250	164	227
"BQ2027_MB3207c"	570	601	560	264	192	223
"BQ2027_MB3208"	787	786	1038	311	214	280
"BQ2027_MB3209"	408	400	565	269	178	194
"BQ2027_MB3210"	1103	1116	1365	624	534	661
"BQ2027_MB3211"	1924	1800	2031	392	292	359
"BQ2027_MB3212c"	1043	1008	1070	616	495	684
"BQ2027_MB3212A"	3130	3177	2802	1066	795	1130
"BQ2027_MB3213c"	1317	1255	1307	448	314	417
"BQ2027_MB3214"	180	190	213	196	175	184
"BQ2027_MB3215c"	2231	2170	2135	2512	2062	2521
"BQ2027_MB3216c"	642	511	578	353	276	321
"BQ2027_MB3217"	172	194	229	136	94	94
"BQ2027_MB3218"	203	125	175	122	76	85
"BQ2027_MB3219c"	87	59	63	54	43	33
"BQ2027_MB3220"	4053	3571	4024	7738	5850	7991
"BQ2027_MB3221c"	1408	1216	1463	536	482	522
"BQ2027_MB3222c"	1112	965	1126	912	690	856
"BQ2027_MB3223"	363	355	327	179	168	183
"BQ2027_MB3224c"	533	521	628	365	352	380
"BQ2027_MB3225c"	963	823	1070	796	671	779
"BQ2027_MB3226c"	1092	811	1260	359	219	275
"BQ2027_MB3227c"	2195	1831	2612	510	323	354
"BQ2027_MB3227A"	373	325	398	465	465	461
"BQ2027_MB3228"	693	581	877	435	347	371
"BQ2027_MB3229"	286	287	432	229	122	149
"BQ2027_MB3230c"	2670	2398	3127	1858	1403	1667
"BQ2027_MB3231c"	5185	5601	6455	3598	2757	3664
"BQ2027_MB3232c"	1501	1511	1864	1653	1464	1606
"BQ2027_MB3233"	961	934	1011	792	721	852
"BQ2027_MB3234c"	828	847	836	479	378	506
"BQ2027_MB3235"	560	470	606	923	816	1033
"BQ2027_MB3236c"	428	534	489	603	483	586
"BQ2027_MB3237"	6500	5407	7182	10563	7961	9955
"BQ2027_MB3238"	926	807	1119	2507	1821	2113
"BQ2027_MB3239c"	2773	2308	2711	2690	2173	2533
"BQ2027_MB3240"	447	438	458	338	230	283
"BQ2027_MB3241"	577	598	600	465	323	441
"BQ2027_MB3242"	144	174	190	196	188	170
"BQ2027_MB3243c"	265	300	289	282	277	334
"BQ2027_MB3244"	335	290	324	224	170	212
"BQ2027_MB3245"	14396	15506	14692	9436	7538	9541
"BQ2027_MB3246c"	1581	1461	1812	1288	1063	1256
"BQ2027_MB3247c"	542	552	628	584	440	516
"BQ2027_MB3248c"	1560	1642	1654	1221	1030	1062
"BQ2027_MB3249c"	1269	1245	1635	665	582	636
"BQ2027_MB3250c"	7612	7901	8097	2305	2124	2636
"BQ2027_MB3251"	1830	1551	1758	1508	1173	1464
"BQ2027_MB3252"	16	21	21	7	10	12
"BQ2027_MB3253"	176	178	199	173	137	165
"BQ2027_MB3254c"	1161	979	1355	869	680	769
"BQ2027_MB3255c"	685	621	734	262	195	194
"BQ2027_MB3256"	588	501	778	584	385	394
"BQ2027_MB3257"	495	378	571	848	566	869
"BQ2027_MB3258c"	1287	1289	1988	7805	5480	9732
"BQ2027_MB3259c"	1459	1427	1895	1488	1100	1326
"BQ2027_MB3260c"	119	90	104	129	91	144
"BQ2027_MB3261c"	422	465	461	462	408	506
"BQ2027_MB3262c"	995	968	1027	1023	785	1065
"BQ2027_MB3263"	352	289	353	286	238	284
"BQ2027_MB3264c"	327	268	418	514	399	568
"BQ2027_MB3265c"	437	436	456	636	429	662
"BQ2027_MB3266c"	310	355	350	1857	1240	1734
"BQ2027_MB3267c"	616	551	691	436	344	431
"BQ2027_MB3268c"	4345	3826	4072	5154	3534	4810
"BQ2027_MB3269c"	1673	1467	1702	2890	2042	2807
"BQ2027_MB3270c"	282	253	318	183	147	161
"BQ2027_MB3271c"	311	373	355	444	334	395
"BQ2027_MB3272c"	1168	1092	1338	2004	1518	1946
"BQ2027_MB3273c"	2389	2159	2851	3395	2691	3333
"BQ2027_MB3274c"	3088	3017	3521	4938	3786	4949
"BQ2027_MB3275c"	325	340	363	689	540	651
"BQ2027_MB3276c"	4327	3226	4458	7797	6568	9013
"BQ2027_MB3277c"	1492	1313	1627	2651	2152	3197
"BQ2027_MB3278c"	656	512	750	1005	741	1085
"BQ2027_MB3279c"	849	585	973	1162	1055	1547
"BQ2027_MB3280c"	14963	13259	16315	9324	8224	10653
"BQ2027_MB3281c"	537	650	676	541	339	492
"BQ2027_MB3282"	399	426	460	444	319	412
"BQ2027_MB3283c"	432	450	410	602	449	562
"BQ2027_MB3284c"	258	254	340	457	342	398
"BQ2027_MB3285c"	1267	1356	1439	1791	1162	1625
"BQ2027_MB3286c"	818	710	760	796	548	667
"BQ2027_MB3287"	349	326	345	413	289	364
"BQ2027_MB3288c"	1809	1841	1852	1711	1393	1762
"BQ2027_MB3289"	531	547	577	375	368	403
"BQ2027_MB3290"	418	290	381	338	228	250
"BQ2027_MB3291"	444	405	471	264	193	237
"BQ2027_MB3292c"	794	916	934	1084	798	995
"BQ2027_MB3293c"	645	626	794	732	541	651
"BQ2027_MB3294c"	619	733	776	880	718	734
"BQ2027_MB3295"	3003	2553	3242	3326	2632	3201
"BQ2027_MB3296"	741	708	838	823	653	834
"BQ2027_MB3297"	41191	37387	43490	13443	12674	11509
"BQ2027_MB3298"	14411	12340	17273	7600	5775	5599
"BQ2027_MB3299c"	1160	750	1387	738	579	560
"BQ2027_MB3300"	992	850	924	775	644	740
"BQ2027_MB3301"	1769	1582	1767	1542	1219	1609
"BQ2027_MB3302c"	1751	1587	1890	1781	1379	1749
"BQ2027_MB3303c"	293	253	371	344	258	311
"BQ2027_MB3304c"	397	381	458	463	296	428
"BQ2027_MB3305"	931	909	939	774	683	743
"BQ2027_MB3306c"	289	298	315	359	318	436
"BQ2027_MB3307c"	191	174	212	177	115	119
"BQ2027_MB3308"	2374	1951	2271	2221	1845	2423
"BQ2027_MB3309"	729	721	798	880	675	879
"BQ2027_MB3310"	433	475	510	406	317	418
"BQ2027_MB3311"	2963	2938	3053	3434	2877	3254
"BQ2027_MB3312"	955	852	972	1290	1133	1323
"BQ2027_MB3313"	4105	3251	4726	4506	3354	3979
"BQ2027_MB3314c"	378	357	461	465	293	353
"BQ2027_MB3315c"	713	734	855	1143	754	951
"BQ2027_MB3316c"	1372	1239	1508	2146	1490	2196
"BQ2027_MB3317c"	864	935	1106	1738	1155	1418
"BQ2027_MB3318c"	12531	12951	15391	19529	13550	17953
"BQ2027_MB3319c"	1008	936	1044	792	615	715
"BQ2027_MB3320"	658	578	762	744	492	633
"BQ2027_MB3321"	456	479	524	872	586	763
"BQ2027_MB3322c"	90	103	102	159	119	159
"BQ2027_MB3323"	1277	1115	1270	1585	1264	1602
"BQ2027_MB3324"	2217	1973	2726	1366	1036	1245
"BQ2027_MB3325"	306	274	383	240	163	225
"BQ2027_MB3326c"	161	129	182	118	95	111
"BQ2027_MB3327c"	1045	1019	1047	1257	999	1327
"BQ2027_MB3328c"	212	189	216	212	194	223
"BQ2027_MB3329c"	340	398	328	522	456	501
"BQ2027_MB3330c"	896	872	1002	1467	1117	1515
"BQ2027_MB3331c"	585	558	713	488	360	502
"BQ2027_MB3332"	328	322	318	149	108	131
"BQ2027_MB3333c"	415	393	440	458	321	355
"BQ2027_MB3334c"	530	547	697	848	590	614
"BQ2027_MB3335"	508	503	605	428	368	345
"BQ2027_MB3336"	245	226	330	290	242	257
"BQ2027_MB3337c"	422	452	421	349	219	337
"BQ2027_MB3338"	491	459	467	389	321	416
"BQ2027_MB3339"	873	766	862	464	394	480
"BQ2027_MB3340c"	203	169	204	134	93	131
"BQ2027_MB3341c"	60	78	119	47	35	31
"BQ2027_MB3342c"	162	156	189	132	116	122
"BQ2027_MB3343c"	318	306	399	277	198	231
"BQ2027_MB3344c"	105	79	114	60	40	43
"BQ2027_MB3345"	348	331	280	376	279	306
"BQ2027_MB3346"	276	282	280	226	221	316
"BQ2027_MB3347"	924	793	1018	1173	891	1178
"BQ2027_MB3348"	286	244	367	445	390	455
"BQ2027_MB3349c"	191	151	168	252	221	260
"BQ2027_MB3350c"	178	167	168	218	216	228
"BQ2027_MB3351c"	98	109	155	193	162	183
"BQ2027_MB3352c"	285	250	328	380	339	462
"BQ2027_MB3353c"	220	209	205	263	259	321
"BQ2027_MB3354c"	170	200	228	217	217	298
"BQ2027_MB3355c"	520	469	559	665	618	936
"BQ2027_MB3356"	246	262	290	319	213	276
"BQ2027_MB3357"	65	52	67	41	43	58
"BQ2027_MB3358"	261	347	367	171	125	156
"BQ2027_MB3359c"	193	208	222	112	96	87
"BQ2027_MB3360"	159	149	209	114	93	127
"BQ2027_MB3361c"	364	328	417	437	260	341
"BQ2027_MB3362"	641	479	590	570	419	533
"BQ2027_MB3363"	619	442	762	652	527	498
"BQ2027_MB3364"	546	525	665	294	286	287
"BQ2027_MB3365"	184	138	227	181	122	135
"BQ2027_MB3366c"	114	96	154	105	101	114
"BQ2027_MB3367"	5439	5461	6441	7154	5581	8802
"BQ2027_MB3368c"	580	571	839	455	340	435
"BQ2027_MB3369c"	645	607	731	678	574	752
"BQ2027_MB3370"	302	275	322	235	213	216
"BQ2027_MB3371c"	435	463	433	417	357	471
"BQ2027_MB3372"	3015	2724	3044	1109	1010	1052
"BQ2027_MB3373"	569	533	723	512	433	474
"BQ2027_MB3374"	242	164	260	187	159	173
"BQ2027_MB3375c"	1291	1252	1414	703	552	675
"BQ2027_MB3376c"	150	86	264	270	151	184
"BQ2027_MB3377c"	95	54	132	314	268	264
"BQ2027_MB3378c"	81	76	80	64	57	87
"BQ2027_MB3379c"	1252	1241	1550	2327	1995	2570
"BQ2027_MB3380c"	14971	14181	15630	24879	20301	27423
"BQ2027_MB3381"	313	350	353	268	192	229
"BQ2027_MB3382c"	126	138	180	128	119	120
"BQ2027_MB3383c"	870	769	1005	534	414	482
"BQ2027_MB3384c"	1924	1891	2253	1408	995	1236
"BQ2027_MB3385c"	236	214	285	243	157	176
"BQ2027_MB3386c"	122	140	156	54	44	55
"BQ2027_MB3387c"	29	30	43	18	10	20
"BQ2027_MB3388c"	23	33	32	19	7	21
"BQ2027_MB3389"	156	156	176	62	97	78
"BQ2027_MB3390c"	86	57	108	64	47	47
"BQ2027_MB3391c"	731	673	694	573	434	479
"BQ2027_MB3392"	105	101	145	49	54	75
"BQ2027_MB3393"	150	146	175	64	48	65
"BQ2027_MB3394"	299	300	361	271	199	216
"BQ2027_MB3395"	178	216	185	148	143	158
"BQ2027_MB3396c"	114	113	120	94	72	133
"BQ2027_MB3397c"	149	154	154	181	126	225
"BQ2027_MB3398c"	63	53	73	76	75	94
"BQ2027_MB3399c"	84	66	99	98	72	82
"BQ2027_MB3400c"	1267	1104	1518	1696	1288	1518
"BQ2027_MB3401"	172	157	192	196	126	183
"BQ2027_MB3402"	752	592	1113	2693	1877	2171
"BQ2027_MB3403c"	303	200	374	290	150	146
"BQ2027_MB3404"	454	389	558	294	205	294
"BQ2027_MB3405c"	5435	4886	8591	5035	3260	4492
"BQ2027_MB3406"	6255	6358	7063	3989	3936	3693
"BQ2027_MB3407"	407	407	498	388	326	367
"BQ2027_MB3408"	356	331	357	229	201	224
"BQ2027_MB3409"	236	224	218	153	160	210
"BQ2027_MB3410"	1219	1362	1322	1046	888	1124
"BQ2027_MB3411c"	664	729	730	1033	843	1358
"BQ2027_MB3412c"	276	309	252	400	281	474
"BQ2027_MB3413c"	243	229	242	427	280	497
"BQ2027_MB3414c"	214	261	283	295	195	291
"BQ2027_MB3415c"	216	240	280	354	304	473
"BQ2027_MB3416c"	149	178	219	151	107	167
"BQ2027_MB3417c"	246	278	252	190	116	157
"BQ2027_MB3418"	111	144	128	101	66	73
"BQ2027_MB3419"	84	103	101	67	46	56
"BQ2027_MB3420"	193	126	314	1405	909	965
"BQ2027_MB3421c"	1069	938	1189	1074	847	785
"BQ2027_MB3422"	772	764	806	521	453	471
"BQ2027_MB3423"	348	277	394	291	222	237
"BQ2027_MB3424c"	226	255	252	196	138	232
"BQ2027_MB3425"	353	304	372	151	111	136
"BQ2027_MB3426c"	1071	682	1378	159	109	123
"BQ2027_MB3427c"	2741	2040	3609	343	202	321
"BQ2027_MB3428"	293	284	297	236	173	203
"BQ2027_MB3429c"	1032	914	1060	692	531	644
"BQ2027_MB3430c"	339	450	556	93	46	87
"BQ2027_MB3431c"	110	140	160	38	38	46
"BQ2027_MB3432"	279	254	277	168	115	127
"BQ2027_MB3433"	1121	1247	1173	686	612	683
"BQ2027_MB3434"	969	784	970	1006	820	889
"BQ2027_MB3436c"	269	262	278	184	141	162
"BQ2027_MB3437c"	445	505	499	416	311	351
"BQ2027_MB3438c"	489	561	574	459	341	401
"BQ2027_MB3439c"	298	332	368	136	143	134
"BQ2027_MB3440"	881	791	1068	701	583	790
"BQ2027_MB3441"	731	805	772	1628	1118	1790
"BQ2027_MB3442"	240	323	387	388	280	327
"BQ2027_MB3443c"	1714	1402	2046	1955	1652	2023
"BQ2027_MB3444c"	454	486	608	599	401	467
"BQ2027_MB3445c"	3043	2836	3224	3166	2408	2756
"BQ2027_MB3446"	3705	4002	3913	4527	3508	4194
"BQ2027_MB3447c"	1442	1283	1743	1883	1500	1610
"BQ2027_MB3448c"	1460	1511	1696	1239	940	1144
"BQ2027_MB3449c"	103	93	159	57	47	60
"BQ2027_MB3450"	1435	1589	1590	1072	879	889
"BQ2027_MB3451c"	7721	6033	8691	3952	3291	3755
"BQ2027_MB3452c"	38077	32012	40313	13083	12375	12347
"BQ2027_MB3453c"	375	298	498	564	450	498
"BQ2027_MB3454c"	179	150	239	168	119	163
"BQ2027_MB3455c"	163	168	217	157	106	141
"BQ2027_MB3456c"	263	242	297	308	241	299
"BQ2027_MB3457c"	909	877	1059	793	624	760
"BQ2027_MB3458c"	891	1019	1114	627	526	571
"BQ2027_MB3459"	1264	1589	1636	745	627	702
"BQ2027_MB3460c"	467	463	510	427	339	458
"BQ2027_MB3461c"	137	137	133	184	142	209
"BQ2027_MB3462c"	374	289	350	370	303	309
"BQ2027_MB3463c"	211	193	250	235	162	194
"BQ2027_MB3464c"	164	184	173	129	121	140
"BQ2027_MB3465c"	829	806	871	568	462	522
"BQ2027_MB3466c"	1379	1306	1432	1206	831	1011
"BQ2027_MB3467"	341	289	343	620	480	611
"BQ2027_MB3468"	683	514	774	551	442	505
"BQ2027_MB3469c"	661	524	861	443	357	364
"BQ2027_MB3470c"	182	229	248	139	125	126
"BQ2027_MB3471c"	1662	1324	1964	2117	1593	1857
"BQ2027_MB3472c"	1796	1426	1684	1500	1049	1385
"BQ2027_MB3473c"	4869	3717	4418	2963	2254	3008
"BQ2027_MB3474c"	55	73	71	55	35	43
"BQ2027_MB3475c"	141	110	117	107	102	123
"BQ2027_MB3476c"	60	42	61	41	19	21
"BQ2027_MB3477c"	2986	3285	4901	854	621	723
"BQ2027_MB3478"	492	503	795	110	70	75
"BQ2027_MB3479"	806	781	940	158	84	117
"BQ2027_MB3480c"	130	142	208	111	62	87
"BQ2027_MB3481"	722	828	841	556	405	545
"BQ2027_MB3482"	587	472	574	438	311	310
"BQ2027_MB3483"	503	484	611	519	321	438
"BQ2027_MB3484c"	464	446	557	933	634	885
"BQ2027_MB3485c"	3321	2722	3084	4889	3692	5248
"BQ2027_MB3486c"	1905	1601	1951	2899	2282	2781
"BQ2027_MB3487c"	2579	1897	2507	2639	2232	2804
"BQ2027_MB3488c"	2620	2128	2680	2466	2088	2441
"BQ2027_MB3489c"	3615	2750	3433	2913	2353	3202
"BQ2027_MB3490c"	2695	2476	2648	2486	1798	2434
"BQ2027_MB3491c"	7467	6804	7299	5867	4750	7229
"BQ2027_MB3492"	2555	2293	2917	575	609	481
"BQ2027_MB3493"	1352	1249	1204	1323	1126	1429
"BQ2027_MB3494"	344	369	351	396	394	482
"BQ2027_MB3495"	851	916	917	268	204	273
"BQ2027_MB3496"	230	171	277	99	68	60
"BQ2027_MB3497c"	202	211	255	119	90	90
"BQ2027_MB3498c"	128	149	158	53	47	69
"BQ2027_MB3499c"	175	191	204	79	75	81
"BQ2027_MB3500c"	51	40	64	27	19	22
"BQ2027_MB3501"	181	184	168	63	40	66
"BQ2027_MB3502c"	159	191	174	108	71	77
"BQ2027_MB3503c"	344	462	405	154	131	162
"BQ2027_MB3504"	903	893	898	84	97	84
"BQ2027_MB3505"	3098	2813	3487	847	642	691
"BQ2027_MB3507"	345	342	474	201	146	174
"BQ2027_MB3508"	152	164	190	34	34	36
"BQ2027_MB3509c"	144	158	131	61	54	60
"BQ2027_MB3510c"	1121	1044	1122	516	381	520
"BQ2027_MB3511c"	126	138	142	65	56	68
"BQ2027_MB3512c"	415	330	420	373	314	371
"BQ2027_MB3513c"	595	562	662	562	492	533
"BQ2027_MB3514"	1858	1933	1834	1945	1709	2144
"BQ2027_MB3515c"	227	221	285	216	158	219
"BQ2027_MB3516"	379	365	380	268	183	210
"BQ2027_MB3517c"	462	532	458	103	113	106
"BQ2027_MB3518"	116	134	143	66	66	92
"BQ2027_MB3519"	205	288	282	378	234	259
"BQ2027_MB3520"	1354	1298	1519	2067	1657	2169
"BQ2027_MB3521"	1505	1603	1392	1234	1019	1204
"BQ2027_MB3522c"	245	235	258	270	240	330
"BQ2027_MB3523c"	370	336	422	323	229	308
"BQ2027_MB3524c"	646	527	835	870	611	754
"BQ2027_MB3525c"	564	519	641	529	373	493
"BQ2027_MB3526c"	556	523	638	781	641	838
"BQ2027_MB3527c"	430	374	387	622	465	586
"BQ2027_MB3528c"	369	370	410	471	385	456
"BQ2027_MB3529c"	565	657	688	630	589	809
"BQ2027_MB3530c"	409	435	455	170	154	178
"BQ2027_MB3531c"	284	278	311	129	111	116
"BQ2027_MB3532c"	792	783	983	805	638	745
"BQ2027_MB3533c"	1191	1189	1401	1539	1163	1456
"BQ2027_MB3534"	815	771	972	383	284	332
"BQ2027_MB3535"	318	268	336	172	105	135
"BQ2027_MB3536"	181	192	241	78	65	71
"BQ2027_MB3537"	660	412	1039	1809	1156	1259
"BQ2027_MB3538"	929	539	1633	1816	1199	1325
"BQ2027_MB3539c"	1108	1029	1405	680	534	684
"BQ2027_MB3540c"	294	283	385	151	119	146
"BQ2027_MB3541"	672	389	1003	1994	1393	1604
"BQ2027_MB3542c"	196	129	191	71	61	78
"BQ2027_MB3543"	212	162	322	908	650	797
